Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
SUV,65000,Manual,1,Jeep,Jeep Compass,2017,2.0 Sport,0.5160719297742808,Comprehensive,Diesel,5,1956,2017,17.1,167.67,350,White,Chennai,9,2,20
Sedan,93281,Manual,1,Honda,Honda City,2014,i VTEC VX,0.5159146133720237,Comprehensive,Petrol,5,1497,2014,17.4,117.3,145,Brown,Chennai,9,3,30
SUV,18000,Manual,1,Toyota,Toyota Fortuner,2022,4X2 Diesel BSVI,0.5167144051575447,Comprehensive,Diesel,7,2755,2022,0.0,201.15,420,White,Chennai,9,2,23
Sedan,99225,Manual,2,Honda,Honda Amaze,2014,E i-Vtech,0.5158677787179167,Comprehensive,Petrol,5,1198,2014,18.0,86.7,109,White,Chennai,8,3,23
Hatchback,30000,Manual,1,Hyundai,Hyundai EON,2016,1.0 Era Plus,0.5158437609465797,Third Party insurance,Petrol,5,998,2016,20.3,68.05,94,Others,Chennai,8,3,26
Sedan,30602,Manual,1,Honda,Honda Amaze,2014,S i-Vtech,0.5158807483144386,Comprehensive,Petrol,5,1198,2014,18.0,86.7,109,Silver,Chennai,9,3,23
Hatchback,64500,Manual,1,Maruti,Maruti Swift,2018,VDI BSIV,0.5159398320319275,Comprehensive,Diesel,5,1248,2018,25.2,74.0,190,Red,Chennai,9,3,27
Sedan,46809,Manual,2,Honda,Honda City,2017,i VTEC V,0.5159681730021052,Comprehensive,Petrol,5,1497,2017,17.8,117.3,145,White,Chennai,9,3,30
SUV,20000,Automatic,1,Tata,Tata Nexon EV,2020,XZ Plus LUX,0.5160419075601097,Third Party insurance,Electric,5,0,2020,0.0,127.0,245,Others,Chennai,9,3,16
SUV,20000,Automatic,1,Hyundai,Hyundai Creta,2019,1.6 CRDi AT SX Plus,0.5161199653169548,Comprehensive,Diesel,5,1582,2019,17.01,126.2,259,White,Chennai,9,3,26
SUV,21725,Automatic,1,Hyundai,Hyundai Venue,2020,SX Plus Turbo DCT BSIV,0.516026536186454,Third Party,Petrol,5,998,2020,18.15,118.35,171,Red,Chennai,9,2,22
Sedan,80000,Manual,1,Honda,Honda City,2016,i VTEC VX,0.5159698542460988,Third Party insurance,Petrol,5,1497,2016,17.8,117.3,145,Others,Chennai,9,3,30
Sedan,88000,Automatic,2,Audi,Audi A6,2013,2.0 TFSI Premium Plus,0.5161139608741205,Third Party insurance,Petrol,5,1984,2013,13.53,177.01,320,Blue,Chennai,9,3,29
Sedan,30360,Automatic,2,Honda,Honda City,2019,ZX CVT,0.5160390254275492,Third Party,Petrol,5,1497,2019,17.4,117.6,145,Black,Chennai,9,3,31
Hatchback,70000,Automatic,2,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,0.5159194169262912,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Others,Chennai,9,3,29
Hatchback,16246,Manual,1,Hyundai,Hyundai Grand i10,2016,Asta Option,0.5159141330165969,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Red,Chennai,9,3,28
Hatchback,55000,Automatic,2,Maruti,Maruti Celerio,2017,LXI AT,0.5158737831607508,Comprehensive,Petrol,5,998,2017,23.1,67.04,90,White,Chennai,8,3,29
MUV,13000,Automatic,1,Toyota,Toyota Innova Crysta,2022,2.7 ZX 7 STR AT,0.5164478078957044,Comprehensive,Petrol,7,2694,2022,8.0,163.6,0,White,Chennai,9,3,24
Hatchback,71638,Automatic,2,Maruti,Maruti Celerio,2016,ZXI AT Optional,0.5158790670704451,Third Party,Petrol,5,998,2016,23.1,67.04,90,Red,Chennai,9,3,29
Sedan,46105,Manual,1,Honda,Honda Amaze,2015,SX i-VTEC,0.5158857920464194,Comprehensive,Petrol,5,1198,2015,18.0,86.7,109,White,Chennai,9,3,23
SUV,60000,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,0.5159338275890933,Third Party insurance,Petrol,5,1199,2017,17.5,88.7,110,Others,Chennai,9,3,26
Hatchback,80000,Manual,1,Honda,Honda Jazz,2017,1.5 SV i DTEC,0.5159158142605906,Third Party insurance,Diesel,5,1498,2017,27.3,98.6,200,Others,Chennai,9,3,23
Hatchback,58000,Automatic,1,Mercedes-Benz,Mercedes-Benz B Class,2015,B200 CDI,0.5162460586164739,Comprehensive,Diesel,5,2143,2015,15.0,107.3,250,Grey,Chennai,9,3,28
Sedan,70000,Manual,2,Maruti,Maruti Esteem,2008,Vxi - BSIII,0.5158137387324084,Third Party insurance,Petrol,5,1298,2008,15.9,0.0,110,Silver,Chennai,4,3,28
Hatchback,61764,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,0.5159463168301885,Third Party,Petrol,5,1197,2017,21.4,83.1,115,Grey,Chennai,9,3,29
SUV,36018,Manual,2,Mahindra,Mahindra KUV 100,2016,mFALCON G80 K4,0.5158853116909926,Third Party insurance,Petrol,6,1198,2016,18.15,82.0,115,Orange,Chennai,8,3,26
SUV,150000,Automatic,1,Renault,Renault Duster,2016,110PS Diesel RxL AMT,0.5159338275890933,Third Party insurance,Diesel,5,1461,2016,19.6,108.45,245,Others,Chennai,9,3,27
Hatchback,17197,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Turbo Sportz,0.5159700944238121,Third Party,Petrol,5,998,2022,20.7,98.63,0,Black,Chennai,9,2,19
Sedan,62931,Automatic,2,Honda,Honda City,2016,i VTEC CVT VX,0.5159631292701244,Comprehensive,Petrol,5,1497,2016,18.0,117.3,145,Brown,Chennai,9,3,30
Sedan,90000,Manual,2,Toyota,Toyota Corolla Altis,2013,G,0.5158978009320878,Third Party insurance,Petrol,5,1798,2013,14.53,138.1,173,Others,Chennai,9,3,28
SUV,21023,Manual,1,Mahindra,Mahindra XUV300,2021,W8 Option BSVI,0.5160426280932497,Third Party,Petrol,5,1197,2021,16.82,108.62,200,Red,Chennai,9,3,19
Sedan,43000,Manual,1,Toyota,Toyota Corolla Altis,2018,1.4 DGL,0.5161355768683238,Comprehensive,Diesel,5,1364,2018,21.43,86.79,205,White,Chennai,9,3,29
Sedan,110505,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT VDI,0.5159283035016858,Third Party insurance,Diesel,5,1248,2017,28.4,74.02,190,Silver,Chennai,9,3,25
Sedan,78892,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX,0.5159782604660667,Third Party insurance,Petrol,5,1591,2018,17.0,121.3,151,Silver,Chennai,9,2,25
Sedan,59000,Automatic,1,Audi,Audi A6,2015,35 TDI,0.5162796832561679,Third Party insurance,Diesel,5,1968,2015,18.53,187.74,400,White,Chennai,9,3,29
Sedan,90058,Manual,1,Chevrolet,Chevrolet Sail,2014,1.2 LS,0.5158617742750824,Comprehensive,Petrol,5,1199,2014,18.2,82.4,108,White,Chennai,9,3,24
SUV,69000,Automatic,1,Audi,Audi Q5,2015,3.0 TDI Quattro,0.5162820852734793,Third Party insurance,Diesel,5,2967,2015,13.22,241.4,580,White,Chennai,9,3,29
SUV,67000,Manual,1,Honda,Honda WR-V,2019,i-DTEC VX,0.51599987646027,Comprehensive,Diesel,5,1498,2019,25.5,98.6,200,Red,Chennai,9,3,26
Sedan,80000,Manual,1,Maruti,Maruti Ciaz,2017,1.3 Alpha,0.5159818631317672,Third Party insurance,Diesel,5,1248,2017,28.09,88.5,200,Others,Chennai,9,3,31
Sedan,80000,Manual,1,Maruti,Maruti Ciaz,2017,1.3 Alpha,0.5159818631317672,Third Party insurance,Diesel,5,1248,2017,28.09,88.5,200,Others,Chennai,9,3,31
SUV,57000,Automatic,1,Audi,Audi Q7,2020,45 TDI Quattro Technology,0.5173628849836428,Comprehensive,Diesel,7,2967,2020,14.75,245.0,600,White,Chennai,9,3,30
MUV,800000,Manual,1,Toyota,Toyota Innova Crysta,2018,2.4 VX MT 8S BSIV,0.5162940941591478,Comprehensive,Diesel,8,2393,2018,13.68,147.8,343,Black,Chennai,9,3,28
Sedan,5500000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2018,C 220 CDI Style,0.5166423518435338,Comprehensive,Diesel,5,2143,2018,19.27,167.62,400,Blue,Chennai,9,3,29
Sedan,27000,Automatic,1,BMW,BMW 7 Series,2017,Signature 730Ld,0.5174109205263168,Comprehensive,Diesel,5,2993,2017,16.46,258.0,560,White,Chennai,9,3,30
SUV,38334,Manual,1,Tata,Tata Nexon,2018,1.2 Revotron XM,0.5159475177187554,Comprehensive,Petrol,5,1198,2018,17.0,108.5,170,Silver,Chennai,9,3,28
Hatchback,36992,Manual,1,Volkswagen,Volkswagen Polo,2019,1.0 MPI Comfortline,0.5159410329204944,Third Party insurance,Petrol,5,999,2019,17.74,75.1,95,Red,Chennai,9,3,29
SUV,50000,Automatic,2,BMW,BMW X3,2016,xDrive30d M Sport,0.5166783785005393,Comprehensive,Diesel,5,2993,2016,16.55,258.0,560,Red,Chennai,9,3,28
SUV,34596,Automatic,1,Tata,Tata New Safari,2021,XZA Plus 6 Str AT BSVI,0.5162674344329637,Comprehensive,Diesel,6,1956,2021,14.08,167.67,350,Silver,Chennai,9,2,20
Hatchback,84564,Manual,1,Datsun,Datsun GO,2019,A Petrol,0.5158740233384642,Third Party,Petrol,5,1198,2019,19.02,67.05,104,White,Chennai,8,3,23
Sedan,60001,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,E250 CDI,0.5162940941591478,Comprehensive,Diesel,5,2143,2013,13.0,204.0,500,Silver,Chennai,9,3,28
Hatchback,23462,Manual,1,Hyundai,Hyundai Santro,2018,Magna BSIV,0.5158990018206547,Zero Dep,Petrol,5,1086,2018,20.3,68.0,99,White,Chennai,9,2,24
SUV,13000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Topline AT BSVI,0.5161617562390811,Third Party insurance,Petrol,5,999,2022,18.41,113.98,178,Red,Chennai,9,3,24
Sedan,54658,Automatic,1,Honda,Honda Amaze,2019,V CVT Diesel BSIV,0.5159770595774998,Comprehensive,Diesel,5,1498,2019,23.8,78.9,160,Red,Chennai,9,3,24
SUV,34164,Manual,1,Mahindra,Mahindra XUV300,2020,W8 Option BSVI,0.516026536186454,Third Party,Petrol,5,1197,2020,16.82,108.62,200,Green,Chennai,9,3,19
SUV,10000,Manual,1,Kia,Kia Seltos,2022,HTK Plus iMT,0.5161607955282277,Third Party insurance,Petrol,5,1497,2022,16.8,113.43,0,Gray,Chennai,9,2,22
Hatchback,70000,Manual,3,Fiat,Fiat Punto,2010,1.4 Emotion,0.51580172984674,Third Party insurance,Petrol,5,1368,2010,14.6,88.7,115,Red,Chennai,9,3,24
SUV,37000,Manual,1,Hyundai,Hyundai Venue,2020,S,0.515975858688933,Third Party insurance,Petrol,5,1197,2020,17.52,81.86,0,Blue,Chennai,9,2,21
SUV,20000,Automatic,1,Mahindra,Mahindra XUV700,2022,AX7 Diesel AT Luxury Pack AWD BSVI,0.516474227444175,Comprehensive,Diesel,7,2198,2022,0.0,182.38,450,Silver,Chennai,9,2,22
Hatchback,53967,Manual,1,Maruti,Maruti Baleno,2016,1.2 Alpha,0.5159098098177564,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Chennai,9,3,29
Hatchback,52700,Manual,1,Hyundai,Hyundai i10,2011,Magna,0.5158495252117006,Comprehensive,Petrol,5,1197,2011,20.36,78.9,111,Red,Chennai,8,2,27
SUV,60000,Automatic,1,Tata,Tata Nexon,2018,1.2 Revotron XZA Plus DualTone,0.5159578453604303,Third Party insurance,Petrol,5,1198,2018,17.0,108.5,170,Others,Chennai,9,3,29
Hatchback,53967,Manual,1,Maruti,Maruti Baleno,2016,1.2 Alpha,0.5159098098177564,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Chennai,9,3,29
Sedan,99225,Manual,2,Honda,Honda Amaze,2014,E Petrol,0.5158677787179167,Comprehensive,Petrol,5,1199,2014,18.6,88.76,110,TAFETA WHITE,Chennai,8,3,23
Sedan,60000,Manual,2,Fiat,Fiat Linea,2011,Emotion,0.515841359169446,Third Party insurance,Petrol,5,1368,2011,16.0,0.0,115,Silver,Chennai,9,3,23
Hatchback,48220,Automatic,1,Honda,Honda Jazz,2020,VX CVT,0.5159717756678057,Third Party,Petrol,5,1199,2020,17.1,88.5,110,Red,Chennai,9,3,20
Hatchback,72024,Manual,1,Honda,Honda Jazz,2016,1.2 VX i VTEC,0.5159078883960494,Third Party insurance,Petrol,5,1199,2016,18.7,88.7,110,Red,Chennai,9,3,26
Sedan,80000,Automatic,1,Honda,Honda Amaze,2016,S AT i-Vtech,0.5159047660857756,Third Party insurance,Petrol,5,1198,2016,15.5,86.7,109,Others,Chennai,9,3,23
Hatchback,78735,Manual,1,Volkswagen,Volkswagen Polo,2017,1.2 MPI Highline Plus,0.5159419936313479,Third Party,Petrol,5,1199,2017,16.2,74.0,110,Black,Chennai,9,3,31
SUV,72955,Manual,2,Ford,Ford Ecosport,2018,1.5 Diesel Titanium BSIV,0.5159729765563725,Zero Dep,Diesel,5,1498,2018,23.0,98.96,205,Red,Chennai,9,3,27
Sedan,40000,Automatic,1,Maruti,Maruti Ciaz,2015,1.4 AT Zeta,0.5159338275890933,Third Party insurance,Petrol,5,1373,2015,19.12,91.1,130,Others,Chennai,9,3,31
SUV,14037,Manual,1,Jeep,Jeep Compass,2021,1.4 Sport BSVI,0.5162105123148951,Comprehensive,Petrol,5,1368,2021,14.3,160.77,0,Grey,Chennai,9,2,19
Hatchback,29000,Manual,1,Hyundai,Hyundai i20,2019,Magna Plus,0.5159566444718634,Comprehensive,Petrol,5,1197,2019,18.6,81.86,0,Silver,Chennai,9,3,24
Hatchback,69864,Manual,1,Maruti,Maruti Baleno,2017,1.2 Zeta,0.5159263820799789,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Silver,Chennai,9,3,29
Sedan,35739,Manual,1,Hyundai,Hyundai Xcent,2019,1.2 VTVT SX,0.5159338275890933,Third Party insurance,Petrol,5,1197,2019,20.14,81.86,0,Silver,Chennai,9,3,27
Hatchback,120000,Automatic,2,Honda,Honda Jazz,2016,1.2 V AT i VTEC,0.5158978009320878,Third Party insurance,Petrol,5,1199,2016,19.0,88.7,110,Others,Chennai,9,3,26
MUV,18000,Manual,1,Maruti,Maruti Ertiga,2019,SHVS VDI,0.5160527155572113,Comprehensive,Diesel,7,1248,2019,24.52,88.5,200,Silver,Chennai,9,3,28
SUV,21000,Manual,1,Tata,Tata Harrier,2019,XZ BSVI,0.5161619964167945,Comprehensive,Diesel,5,1956,2019,16.35,167.67,350,Orange,Chennai,9,2,20
Hatchback,70404,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,0.5159074080406226,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Grey,Chennai,9,3,27
Sedan,63000,Manual,1,Volkswagen,Volkswagen Vento,2015,1.6 Highline,0.5159398320319275,Comprehensive,Petrol,5,1598,2015,16.09,103.2,153,Black,Chennai,9,3,31
Sedan,88000,Manual,2,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline Plus,0.5159002024690439,Third Party insurance,Petrol,5,1198,2017,17.0,73.75,110,White,Chennai,9,2,28
Sedan,65000,Manual,1,Honda,Honda City,2017,i-VTEC VX,0.5159770595774998,Comprehensive,Petrol,5,1497,2017,17.4,117.6,145,Silver,Chennai,9,3,31
SUV,30000,Automatic,2,Land Rover,Land Rover Discovery Sport,2017,SD4 HSE Luxury 7S,0.5167144051575447,Third Party insurance,Diesel,7,2179,2017,12.51,187.7,420,Red,Chennai,9,3,28
Sedan,71423,Automatic,1,Honda,Honda City,2012,V AT,0.5159002024690439,Comprehensive,Petrol,5,1497,2012,15.6,116.3,146,Golden,Chennai,9,3,25
MUV,80000,Automatic,1,Maruti,Maruti XL6,2019,Alpha AT,0.5160659253314466,Third Party insurance,Petrol,6,1462,2019,17.99,103.2,0,Others,Chennai,9,3,26
Sedan,85759,Manual,1,Honda,Honda City,2017,i VTEC V,0.5159616882038441,Third Party,Petrol,5,1497,2017,17.8,117.3,145,Brown,Chennai,9,3,30
Hatchback,24422,Manual,1,Hyundai,Hyundai Santro,2019,Era Executive BSIV,0.515885551868706,Zero Dep,Petrol,5,1086,2019,20.3,68.0,99,Silver,Chennai,8,2,24
Sedan,90000,Manual,4,Hyundai,Hyundai Verna,2017,VTVT 1.6 SX,0.5159578453604303,Third Party insurance,Petrol,5,1591,2017,17.0,121.3,151,White,Chennai,9,2,25
Hatchback,67091,Manual,2,Honda,Honda Brio,2012,V MT,0.5158538484105412,Third Party,Petrol,5,1198,2012,19.4,86.8,109,Red,Chennai,9,3,26
SUV,72787,Manual,1,MG,MG Hector,2020,Hybrid Sharp MT,0.5161523893082597,Third Party,Petrol,5,1451,2020,15.81,141.0,250,Maroon,Chennai,9,1,20
SUV,120000,Manual,2,Ford,Ford Endeavour,2017,2.2 Trend MT 4X4,0.5162340497308054,Third Party insurance,Diesel,7,2198,2017,13.5,157.7,385,Others,Chennai,9,2,25
Hatchback,90142,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,0.5159030848417819,Comprehensive,Petrol,5,1197,2017,18.9,81.86,0,Red,Chennai,9,3,26
Hatchback,150000,Manual,1,Hyundai,Hyundai i20,2015,Asta 1.2,0.5158978009320878,Third Party insurance,Petrol,5,1197,2015,18.6,81.83,114,Others,Chennai,9,3,28
Hatchback,33256,Manual,1,Ford,Ford Freestyle,2018,Titanium Plus Petrol BSIV,0.5159283035016858,Comprehensive,Petrol,5,1194,2018,19.0,94.68,120,Red,Chennai,9,3,27
Hatchback,70027,Automatic,1,Maruti,Maruti Baleno,2018,1.2 CVT Alpha,0.515942714164488,Comprehensive,Petrol,5,1197,2018,21.4,83.1,115,Silver,Chennai,9,3,29
Sedan,120000,Manual,3,Hyundai,Hyundai Sonata,2007,2.0L CRDi MT,0.5158269482664661,Third Party insurance,Diesel,5,1991,2007,13.6,142.0,33,White,Chennai,9,3,27
Hatchback,60000,Manual,2,Volkswagen,Volkswagen Polo,2015,1.2 MPI Comfortline,0.5159038053749221,Third Party insurance,Petrol,5,1199,2015,16.2,74.0,110,Others,Chennai,9,3,29
Hatchback,73686,Manual,1,Maruti,Maruti Swift,2017,VDI BSIV,0.5159266222576923,Third Party insurance,Diesel,5,1248,2017,25.2,74.0,190,Grey,Chennai,9,3,27
SUV,44000,Manual,2,Mahindra,Mahindra TUV 300,2018,T8,0.515975858688933,Comprehensive,Diesel,7,1493,2018,18.49,100.0,240,Red,Chennai,9,3,26
Hatchback,75581,Manual,1,Maruti,Maruti Swift,2015,VXI,0.5159050062634889,Comprehensive,Petrol,5,1197,2015,21.21,81.8,113,White,Chennai,9,3,27
SUV,58000,Automatic,1,Mercedes-Benz,Mercedes-Benz M-Class,2015,ML 250 CDI,0.5166423518435338,Comprehensive,Diesel,5,2143,2015,15.26,203.2,500,Blue,Chennai,9,3,30
Sedan,50000,Automatic,2,Audi,Audi A3,2015,35 TDI Technology,0.5162460586164739,Comprehensive,Diesel,5,1968,2015,20.38,143.0,320,P Black,Chennai,9,3,29
SUV,100000,Manual,1,Mahindra,Mahindra TUV 300,2015,T8,0.5159338275890933,Third Party insurance,Diesel,7,1493,2015,18.49,100.0,240,Others,Chennai,9,3,26
Sedan,108902,Manual,1,Maruti,Maruti Ciaz,2017,1.3 Sigma,0.5159338275890933,Third Party insurance,Diesel,5,1248,2017,28.09,88.5,200,White,Chennai,9,3,29
Sedan,100425,Manual,1,Volkswagen,Volkswagen Ameo,2016,1.5 TDI Highline,0.5159146133720237,Comprehensive,Diesel,5,1498,2016,21.66,108.62,250,Silver,Chennai,9,2,27
Sedan,70887,Manual,2,Hyundai,Hyundai Xcent,2016,1.2 Kappa SX Option,0.5158877134681263,Third Party,Petrol,5,1197,2016,19.1,82.0,114,Silver,Chennai,9,3,28
Sedan,114981,Manual,2,Honda,Honda City,2016,i VTEC V,0.5159162946160173,Comprehensive,Petrol,5,1497,2016,17.8,117.3,145,Silver,Chennai,9,3,30
SUV,45000,Manual,1,Honda,Honda WR-V,2018,i-VTEC VX,0.5159938720174357,Comprehensive,Petrol,5,1199,2018,17.5,88.7,110,White,Chennai,9,3,26
Hatchback,45416,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Sportz,0.51593358741138,Comprehensive,Petrol,5,1197,2021,20.7,81.86,0,White,Chennai,9,2,19
Hatchback,119468,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,0.515909569640043,Third Party insurance,Petrol,5,1197,2016,18.6,81.83,114,Silver,Chennai,9,3,28
Sedan,100000,Automatic,3,Volkswagen,Volkswagen Vento,2015,1.5 TDI Comfortline AT,0.5159338275890933,Third Party insurance,Diesel,5,1498,2015,21.21,103.2,250,Others,Chennai,9,3,30
Sedan,119975,Manual,1,Maruti,Maruti Swift Dzire,2017,VXI,0.5159011631798973,Third Party,Petrol,5,1197,2017,22.41,88.5,113,Red,Chennai,9,3,18
Sedan,19000,Automatic,1,BMW,BMW 3 Series,2017,330i M Sport,0.5167144051575447,Comprehensive,Petrol,5,1998,2017,15.34,252.0,350,White,Chennai,9,3,28
Hatchback,64906,Manual,2,Hyundai,Hyundai Grand i10,2016,Magna,0.5158872328725219,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Silver,Chennai,8,3,26
Hatchback,81484,Manual,2,Maruti,Maruti Baleno,2016,1.2 Delta,0.5158982810473369,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Red,Chennai,9,3,27
Sedan,45067,Manual,1,Maruti,Maruti Swift Dzire,2018,LXI 1.2,0.5159422338090612,Comprehensive,Petrol,5,1197,2018,21.21,81.8,113,Blue,Chennai,7,4,26
Sedan,68000,Automatic,1,Mercedes-Benz,Mercedes-Benz S-Class,2018,Maybach S500,0.515777712075403,Third Party insurance,Petrol,4,4663,2018,7.81,459.0,700,Blue,Chennai,9,3,29
Hatchback,65768,Manual,1,Honda,Honda Jazz,2016,1.2 S i VTEC,0.5159170151491574,Comprehensive,Petrol,5,1199,2016,18.7,88.7,110,Brown,Chennai,9,3,24
Hatchback,61000,Manual,2,Honda,Honda Jazz,2016,1.2 VX i VTEC,0.5159050062634889,Comprehensive,Petrol,5,1199,2016,18.7,88.7,110,Golden brown,Chennai,9,3,26
Sedan,50000,Automatic,3,Mercedes-Benz,Mercedes-Benz S-Class,2009,320 CDI L,0.5161860141881315,Comprehensive,Diesel,5,2987,2009,13.0,210.0,50,Silver,Chennai,9,3,31
Sedan,23000,Automatic,1,BMW,BMW 5 Series,2018,520d Luxury Line,0.5168284895713954,Comprehensive,Diesel,5,1995,2018,18.12,190.0,400,Blue,Chennai,9,3,28
Sedan,17000,Automatic,1,BMW,BMW 7 Series,2018,Signature 730Ld,0.5177471693250343,Comprehensive,Diesel,5,2993,2018,16.46,258.0,560,White,Chennai,9,3,30
Hatchback,102958,Automatic,1,Maruti,Maruti Celerio,2017,ZXI AT Optional,0.5158785867150183,Comprehensive,Petrol,5,998,2017,23.1,67.04,90,Grey,Chennai,9,3,29
Sedan,62900,Manual,1,Toyota,Toyota Corolla Altis,2013,Diesel D4DG,0.5159638498032645,Comprehensive,Diesel,5,1364,2013,21.43,87.2,205,Silver,Chennai,9,3,26
Hatchback,65076,Manual,2,Maruti,Maruti Wagon R,2015,VXI BS IV,0.515872582272184,Comprehensive,Petrol,5,998,2015,20.51,67.04,90,Silver,Chennai,9,3,27
Hatchback,75876,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,0.515905726796629,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Chennai,9,3,27
Hatchback,98911,Manual,1,Hyundai,Hyundai i20,2015,Asta 1.2,0.5159090892846162,Third Party insurance,Petrol,5,1197,2015,18.6,81.83,114,Red,Chennai,9,3,28
Hatchback,45000,Manual,1,Maruti,Maruti Celerio,2015,VXI,0.515872582272184,Comprehensive,Petrol,5,998,2015,23.1,67.04,90,Blue,Chennai,8,3,29
Sedan,76089,Automatic,1,Hyundai,Hyundai Verna,2017,1.6 CRDI AT SX Option,0.5159957934391427,Third Party,Diesel,5,1582,2017,19.08,126.2,259,White,Chennai,9,3,28
Hatchback,54505,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz BSIV,0.5159028446640687,Third Party,Petrol,5,1197,2017,18.9,81.86,0,Silver,Chennai,9,3,26
Sedan,24000,Automatic,1,Audi,Audi A3,2019,35 TDI Technology,0.5163277190390195,Third Party insurance,Diesel,5,1968,2019,20.38,143.0,320,White,Chennai,9,3,30
Sedan,96573,Manual,1,Maruti,Maruti Swift Dzire,2016,VXI,0.5158994821760814,Zero Dep,Petrol,5,1197,2016,22.41,88.5,113,Red,Chennai,9,3,18
SUV,30000,Automatic,1,Kia,Kia Seltos,2019,HTX Diesel AT,0.5161680008596288,Comprehensive,Diesel,5,1493,2019,0.0,113.43,250,White,Chennai,9,2,22
Hatchback,63720,Manual,2,Hyundai,Hyundai Grand i10,2016,Asta Option,0.5159045259080622,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Orange,Chennai,9,3,28
Hatchback,14411,Manual,1,Maruti,Maruti Alto 800,2021,VXI BSVI,0.5158821891405411,Comprehensive,Petrol,5,796,2021,22.05,47.33,69,Silver,Chennai,9,2,19
SUV,11000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Highline AT BSVI,0.5161355768683238,Comprehensive,Petrol,5,999,2022,18.41,113.98,178,Red,Chennai,9,3,24
SUV,21000,Automatic,1,Skoda,Skoda Kushaq,2022,1.5 TSI Style DSG,0.516207629942157,Comprehensive,Petrol,5,1498,2022,18.86,147.51,250,Silver,Chennai,9,2,24
SUV,34392,Manual,1,Honda,Honda WR-V,2017,i-VTEC S,0.5159278231462591,Comprehensive,Petrol,5,1199,2017,17.5,88.7,110,Silver,Chennai,9,3,26
Hatchback,20000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,Sportz,0.515943434697628,Third Party insurance,Petrol,5,1197,2022,20.7,81.86,0,Others,Chennai,9,2,19
SUV,10000,Manual,1,Kia,Kia Sonet,2022,GTX Plus Turbo iMT BSVI,0.5161019519884521,Third Party insurance,Petrol,5,998,2022,18.2,118.36,172,Black,Chennai,9,2,22
SUV,20000,Automatic,1,MG,MG Astor,2022,Savvy CVT BSVI,0.5161499875311261,Third Party insurance,Petrol,5,1498,2022,14.82,108.49,144,Others,Chennai,9,2,19
Hatchback,47000,Automatic,1,Toyota,Toyota Glanza,2019,V CVT,0.515967452468965,Comprehensive,Petrol,5,1197,2019,19.56,81.8,113,Grey,Chennai,9,3,22
Hatchback,60333,Manual,2,Maruti,Maruti Alto K10,2014,VXI,0.5158425600580129,Comprehensive,Petrol,5,998,2014,23.95,67.05,90,Red,Chennai,9,3,27
Hatchback,81058,Manual,1,Hyundai,Hyundai Grand i10,2014,1.2 CRDi Sportz,0.5158653769407829,Comprehensive,Diesel,5,1186,2014,24.0,73.97,0,Star Dust,Chennai,9,3,26
Sedan,51800,Manual,2,Honda,Honda Civic,2010,1.8 S MT,0.5158797876035851,Comprehensive,Petrol,5,1799,2010,13.5,130.0,172,Brown,Chennai,9,3,28
Hatchback,32797,Manual,2,Hyundai,Hyundai Grand i10,2016,Asta Option,0.5159045259080622,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Orange,Chennai,9,3,28
Hatchback,69731,Manual,1,Hyundai,Hyundai Grand i10,2016,Asta Option,0.5159004428869349,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Silver,Chennai,9,3,28
